Step,AgentID,Path cost,Cost so far,Collisions detected,Emergency breaks
0.0,1,3.8,0.0,0,0
0.0,2,3.8,0.0,0,0
1.0,1,3.0,0.8,0,0
1.0,2,3.0,0.8,0,0
2.0,1,3.6,1.4,1,1
2.0,2,2.4,1.4,1,0
3.0,1,3.28,1.8,2,1
3.0,2,1.8,2.0,2,0
4.0,1,2.63,2.45,2,1
4.0,2,1.2,2.6,2,0
5.0,1,2.19,2.89,2,1
5.0,2,0.6,3.2,2,0
6.0,1,1.35,3.73,2,1
6.0,2,0.0,3.8,2,0
7.0,1,0.63,4.45,2,1
7.0,2,0.0,3.8,2,0
8.0,1,0.0,5.08,2,1
8.0,2,0.0,3.8,2,0
